SBER,D,20171218,0,227.5000000
SBER,D,20171219,0,227.9000000
SBER,D,20171220,0,224.4500000
SBER,D,20171221,0,226.4600000
SBER,D,20171222,0,223.6800000
SBER,D,20171225,0,222.2200000
SBER,D,20171226,0,223.5200000
SBER,D,20171227,0,224.0300000
SBER,D,20171228,0,226.9000000
SBER,D,20171229,0,224.0500000
SBER,D,20180103,0,226.8800000
SBER,D,20180104,0,232.1300000
SBER,D,20180105,0,238.8500000
SBER,D,20180109,0,239.0400000
SBER,D,20180110,0,240.4100000
SBER,D,20180111,0,237.7600000
SBER,D,20180112,0,239.0000000
SBER,D,20180115,0,239.0300000
SBER,D,20180116,0,239.0000000
SBER,D,20180117,0,238.6200000
SBER,D,20180118,0,240.5000000
SBER,D,20180119,0,245.1600000
SBER,D,20180122,0,242.9700000
SBER,D,20180123,0,244.7800000
SBER,D,20180124,0,244.2000000
SBER,D,20180125,0,247.9000000
SBER,D,20180126,0,249.6000000
SBER,D,20180129,0,247.5000000
SBER,D,20180130,0,248.5300000
SBER,D,20180131,0,257.5000000
SBER,D,20180201,0,265.0000000
SBER,D,20180202,0,263.6300000
SBER,D,20180205,0,254.9300000
SBER,D,20180206,0,249.9800000
SBER,D,20180207,0,263.0000000
SBER,D,20180208,0,256.4000000
SBER,D,20180209,0,249.4800000
SBER,D,20180212,0,253.0000000
SBER,D,20180213,0,255.8700000
SBER,D,20180214,0,259.0800000
SBER,D,20180215,0,267.5300000
SBER,D,20180216,0,265.8100000
SBER,D,20180219,0,267.0000000
SBER,D,20180220,0,266.8600000
SBER,D,20180221,0,266.0600000
SBER,D,20180222,0,277.9600000
SBER,D,20180226,0,279.0000000
SBER,D,20180227,0,280.8200000
SBER,D,20180228,0,276.0200000
SBER,D,20180301,0,270.9800000
SBER,D,20180302,0,274.4000000
SBER,D,20180305,0,273.7000000
SBER,D,20180306,0,278.5000000
SBER,D,20180307,0,272.9900000
SBER,D,20180309,0,274.5700000
SBER,D,20180312,0,276.0500000
SBER,D,20180313,0,274.0000000
SBER,D,20180314,0,272.9200000
SBER,D,20180315,0,263.0100000
SBER,D,20180316,0,255.2800000
SBER,D,20180319,0,257.8000000
SBER,D,20180320,0,255.9500000
SBER,D,20180321,0,258.0000000
SBER,D,20180322,0,269.9700000
SBER,D,20180323,0,259.0300000
SBER,D,20180326,0,262.0200000
SBER,D,20180327,0,256.9900000
SBER,D,20180328,0,255.5000000
SBER,D,20180329,0,252.1400000
SBER,D,20180330,0,254.0200000
SBER,D,20180402,0,253.6000000
SBER,D,20180403,0,250.0100000
SBER,D,20180404,0,252.2200000
SBER,D,20180405,0,257.2600000
SBER,D,20180406,0,260.6400000
SBER,D,20180409,0,255.1000000
SBER,D,20180410,0,211.2400000
SBER,D,20180411,0,213.9800000
SBER,D,20180412,0,214.5900000
SBER,D,20180413,0,213.3600000
SBER,D,20180416,0,199.3500000
SBER,D,20180417,0,203.0300000
SBER,D,20180418,0,209.0200000
SBER,D,20180419,0,217.3400000
SBER,D,20180420,0,214.0200000
SBER,D,20180423,0,216.4800000
SBER,D,20180424,0,225.9200000
SBER,D,20180425,0,220.1300000
SBER,D,20180426,0,221.5700000
SBER,D,20180427,0,221.3700000
SBER,D,20180428,0,224.4000000
SBER,D,20180430,0,224.5000000
SBER,D,20180502,0,224.5000000
SBER,D,20180503,0,228.4200000
SBER,D,20180504,0,229.5900000
SBER,D,20180507,0,230.2000000
SBER,D,20180508,0,227.7700000
SBER,D,20180510,0,228.5000000
SBER,D,20180511,0,234.3000000
SBER,D,20180514,0,236.2200000
SBER,D,20180515,0,237.5000000
SBER,D,20180516,0,230.8800000
SBER,D,20180517,0,230.0200000
SBER,D,20180518,0,225.7100000
SBER,D,20180521,0,223.5500000
SBER,D,20180522,0,227.2700000
SBER,D,20180523,0,223.1200000
SBER,D,20180524,0,221.9200000
SBER,D,20180525,0,222.5200000
SBER,D,20180528,0,219.4700000
SBER,D,20180529,0,220.6500000
SBER,D,20180530,0,219.3000000
SBER,D,20180531,0,221.9800000
SBER,D,20180601,0,221.5000000
SBER,D,20180604,0,221.1400000
SBER,D,20180605,0,220.0000000
SBER,D,20180606,0,216.0100000
SBER,D,20180607,0,218.9400000
SBER,D,20180608,0,215.9900000
SBER,D,20180609,0,211.5200000
SBER,D,20180611,0,212.5800000
SBER,D,20180613,0,211.2500000
SBER,D,20180614,0,214.8000000
SBER,D,20180615,0,213.9000000
SBER,D,20180618,0,209.0000000
SBER,D,20180619,0,204.0000000
SBER,D,20180620,0,207.0200000
SBER,D,20180621,0,212.2000000
SBER,D,20180622,0,211.6300000
SBER,D,20180625,0,204.5000000
SBER,D,20180626,0,203.5100000
SBER,D,20180627,0,201.8500000
SBER,D,20180628,0,207.8100000
SBER,D,20180629,0,210.1200000
SBER,D,20180702,0,217.0100000
SBER,D,20180703,0,221.2000000
SBER,D,20180704,0,218.3000000
SBER,D,20180705,0,217.4800000
SBER,D,20180706,0,225.0200000
SBER,D,20180709,0,228.5000000
SBER,D,20180710,0,230.9500000
SBER,D,20180711,0,229.2000000
SBER,D,20180712,0,226.7600000
SBER,D,20180713,0,227.3000000
SBER,D,20180716,0,230.1000000
SBER,D,20180717,0,226.9100000
