GAZP,D,20171218,0,135.6400000
GAZP,D,20171219,0,134.1300000
GAZP,D,20171220,0,133.9600000
GAZP,D,20171221,0,133.0000000
GAZP,D,20171222,0,132.1500000
GAZP,D,20171225,0,132.7200000
GAZP,D,20171226,0,132.2300000
GAZP,D,20171227,0,131.2900000
GAZP,D,20171228,0,130.8800000
GAZP,D,20171229,0,130.4200000
GAZP,D,20180103,0,131.0300000
GAZP,D,20180104,0,132.5000000
GAZP,D,20180105,0,135.8000000
GAZP,D,20180109,0,138.0000000
GAZP,D,20180110,0,140.4900000
GAZP,D,20180111,0,143.2300000
GAZP,D,20180112,0,144.2100000
GAZP,D,20180115,0,144.3300000
GAZP,D,20180116,0,143.1600000
GAZP,D,20180117,0,144.5100000
GAZP,D,20180118,0,148.7900000
GAZP,D,20180119,0,149.9400000
GAZP,D,20180122,0,149.0900000
GAZP,D,20180123,0,150.8000000
GAZP,D,20180124,0,148.5100000
GAZP,D,20180125,0,150.0200000
GAZP,D,20180126,0,149.4000000
GAZP,D,20180129,0,146.7700000
GAZP,D,20180130,0,144.0000000
GAZP,D,20180131,0,142.9800000
GAZP,D,20180201,0,143.4300000
GAZP,D,20180202,0,145.6800000
GAZP,D,20180205,0,142.8700000
GAZP,D,20180206,0,141.7300000
GAZP,D,20180207,0,142.4500000
GAZP,D,20180208,0,140.4700000
GAZP,D,20180209,0,135.9900000
GAZP,D,20180212,0,136.8700000
GAZP,D,20180213,0,138.0000000
GAZP,D,20180214,0,140.0300000
GAZP,D,20180215,0,139.7900000
GAZP,D,20180216,0,137.8500000
GAZP,D,20180219,0,137.3600000
GAZP,D,20180220,0,138.7800000
GAZP,D,20180221,0,140.9000000
GAZP,D,20180222,0,143.4300000
GAZP,D,20180226,0,148.0700000
GAZP,D,20180227,0,147.2000000
GAZP,D,20180228,0,145.5000000
GAZP,D,20180301,0,141.0000000
GAZP,D,20180302,0,139.6300000
GAZP,D,20180305,0,138.8000000
GAZP,D,20180306,0,142.2500000
GAZP,D,20180307,0,139.9600000
GAZP,D,20180309,0,138.8000000
GAZP,D,20180312,0,140.4400000
